order_id,order_date,ship_date,customer_id,customer_name,segment,region,state,city,category,sub_category,product_name,ship_mode,quantity,unit_price,discount_parsed,cleaned_discount,recorded_sales,cost,calculated_sales,calculated_profit,profit_margin,shipping_delay_days,order_month,order_year,payment_status,order_status,is_region_filled,is_shipmode_filled,is_discount_filled,is_shipping_invalid,is_discount_invalid,is_duplicate_conflict,is_completed_sale,data_quality_flag
ORD-2024-10240,9/21/2024,9/21/2024,CUST-2233,Kabir Singh,Corporate,South,Karnataka,Bengaluru,Technology,Machines,Smart Machines 801,First Class,2,1960.06,0.2,0.2,3136.1,2279.49,3136.096,856.606,0.273144062,0,September,2024,Paid,Completed,No,No,No,No,No,No,Yes,Clean
ORD-2024-10241,12/17/2024,12/23/2024,CUST-9778,Aarav Sharma,Corporate,South,Telangana,Hyderabad,Office Supplies,Binders,Max Binders 170,First Class,9,2315.1,0,0,20835.9,13928.19,20835.9,6907.71,0.331529236,6,December,2024,Paid,Completed,No,No,No,No,No,No,Yes,Clean
ORD-2025-10242,7/6/2025,7/6/2025,CUST-6949,Sneha Kapoor,Corporate,North,Haryana,Gurugram,Office Supplies,Storage,Basic Storage 737,Standard Class,1,1617.2,0.25,0.25,1212.9,690.52,1212.9,522.38,0.430686784,0,July,2025,Pending,Returned,No,No,No,No,No,No,No,Clean
ORD-2025-10243,2/7/2025,2/7/2025,CUST-3430,Arjun Bose,Consumer,North,Uttar Pradesh,Noida,Office Supplies,Art,Classic Art 126,Second Class,3,1999.24,0.05,0.05,5697.83,4251.5,5697.834,1446.334,0.253839266,0,February,2025,Paid,Completed,No,No,No,No,No,No,Yes,Clean
ORD-2025-10244,7/29/2025,8/2/2025,CUST-6310,Sneha Kapoor,Small Business,Unknown,Madhya Pradesh,Indore,Technology,Accessories,Prime Accessories 243,First Class,1,4499.46,0.1,0.1,4049.51,2509.2,4049.514,1540.314,0.380370089,4,July,2025,Paid,Completed,Yes,No,No,No,No,No,Yes,Warning
ORD-2024-10245,8/23/2024,8/24/2024,CUST-6008,Neha Gupta,Consumer,South,Telangana,Hyderabad,Furniture,Bookcases,Eco Bookcases 768,Same Day,6,1021.89,0,0,6131.34,4060.88,6131.34,2070.46,0.337684748,1,August,2024,Paid,Completed,No,No,No,No,No,No,Yes,Clean
ORD-2024-10246,10/18/2024,10/24/2024,CUST-1704,Neha Gupta,Home Office,South,Kerala,Kochi,Furniture,Chairs,Pro Chairs 316,Second Class,3,3275.93,0,0,9827.79,5478.28,9827.79,4349.51,0.442572542,6,October,2024,Paid,Completed,No,No,No,No,No,No,Yes,Clean
ORD-2024-10247,5/4/2024,5/9/2024,CUST-1827,Ananya Rao,Corporate,North,Punjab,Ludhiana,Technology,Machines,Classic Machines 819,Same Day,3,231.95,0.25,0.25,521.89,444.52,521.8875,77.3675,0.148245551,5,May,2024,Refunded,Cancelled,No,No,No,No,No,No,No,Clean
ORD-2024-10248,7/25/2024,8/1/2024,CUST-6663,Rahul Verma,Corporate,North,Rajasthan,Jaipur,Technology,Accessories,Smart Accessories 572,Second Class,8,2493.4,0.25,0.25,14960.4,12500.84,14960.4,2459.56,0.164404695,7,July,2024,Paid,Completed,No,No,No,No,No,No,Yes,Clean
ORD-2024-10249,6/2/2024,6/7/2024,CUST-6278,Rohan Mehta,Home Office,East,Odisha,Bhubaneswar,Office Supplies,Labels,Basic Labels 432,Second Class,9,787.91,0.15,0.15,6027.51,4883.82,6027.5115,1143.6915,0.189745221,5,June,2024,Paid,Completed,No,No,No,No,No,No,Yes,Clean
ORD-2025-10250,8/1/2025,8/2/2025,CUST-2305,Mira Das,Corporate,North,Rajasthan,Jaipur,Furniture,Furnishings,Classic Furnishings 378,First Class,4,2790.29,0.2,0.2,8928.93,5634.38,8928.928,3294.548,0.368974641,1,August,2025,Paid,Completed,No,No,No,No,No,No,Yes,Clean
ORD-2024-10251,2/21/2024,2/27/2024,CUST-5351,Arjun Bose,Small Business,East,West Bengal,Kolkata,Furniture,Furnishings,Prime Furnishings 781,Standard Class,5,3373.86,0.15,0.15,14338.9,11897.65,14338.905,2441.255,0.170253935,6,February,2024,Pending,Returned,No,No,No,No,No,No,No,Clean
ORD-2025-10252,4/6/2025,4/10/2025,CUST-6268,Ananya Rao,Corporate,West,Gujarat,Ahmedabad,Furniture,Tables,Prime Tables 263,Second Class,6,1022.16,0,0,6132.96,4881.1,6132.96,1251.86,0.204120033,4,April,2025,Paid,Completed,No,No,No,No,No,No,Yes,Clean
ORD-2025-10253,6/25/2025,6/28/2025,CUST-2103,Arjun Bose,Corporate,North,Haryana,Gurugram,Office Supplies,Storage,Basic Storage 269,First Class,2,1455.92,0.2,0.2,2329.47,1603.62,2329.472,725.852,0.311595074,3,June,2025,Pending,Returned,No,No,No,No,No,No,No,Clean
ORD-2024-10254,9/12/2024,9/13/2024,CUST-5394,Priya Menon,Small Business,North,Rajasthan,Jaipur,Technology,Phones,Classic Phones 442,Same Day,6,832.79,0.05,0.05,4746.9,2825.38,4746.903,1921.523,0.404795084,1,September,2024,Refunded,Cancelled,No,No,No,No,No,No,No,Clean
ORD-2025-10255,1/1/2025,1/3/2025,CUST-6853,Ananya Rao,Consumer,West,Madhya Pradesh,Indore,Technology,Accessories,Elite Accessories 978,Same Day,7,1000.55,0.2,0.2,5603.08,3132.52,5603.08,2470.56,0.440928918,2,January,2025,Paid,Returned,No,No,No,No,No,No,No,Clean
ORD-2025-10256,2/4/2025,2/10/2025,CUST-1549,Isha Nair,Corporate,West,Maharashtra,Mumbai,Technology,Phones,Eco Phones 132,First Class,7,1830,0,0,12810,9334.12,12810,3475.88,0.27134114,6,February,2025,Paid,Completed,No,No,No,No,No,No,Yes,Clean
ORD-2024-10257,11/5/2024,11/3/2024,CUST-8411,Ananya Rao,Consumer,East,West Bengal,Kolkata,Furniture,Tables,Prime Tables 481,First Class,9,2260.61,0.05,0.05,19328.22,12039.5,19328.2155,7288.7155,0.377102351,-2,November,2024,Paid,Completed,No,No,No,Yes,No,No,Yes,Invalid
ORD-2025-10258,8/9/2025,8/12/2025,CUST-5615,Diya Patel,Corporate,South,Karnataka,Bengaluru,Technology,Accessories,Smart Accessories 180,Second Class,2,3237.27,0,0,6474.54,5095.91,6474.54,1378.63,0.212930957,3,August,2025,Paid,Cancelled,No,No,No,No,No,No,No,Clean
ORD-2024-10259,12/30/2024,1/4/2025,CUST-8467,Sneha Kapoor,Corporate,South,Tamil Nadu,Chennai,Furniture,Tables,Smart Tables 774,Same Day,2,3720.07,0.25,0.25,5580.11,4307.01,5580.105,1273.095,0.228148933,5,December,2024,Paid,Completed,No,No,No,No,No,No,Yes,Clean
ORD-2024-10260,6/21/2024,6/29/2024,CUST-5174,Neha Gupta,Consumer,South,Tamil Nadu,Chennai,Technology,Machines,Prime Machines 793,Standard Class,8,2853.92,0.2,0.2,18265.09,10437.14,18265.088,7827.948,0.428574338,8,June,2024,Paid,Completed,No,No,No,No,No,No,Yes,Clean
ORD-2025-10261,9/23/2025,9/27/2025,CUST-3543,Aditi Sen,Corporate,East,West Bengal,Kolkata,Office Supplies,Binders,Elite Binders 827,Same Day,7,2897.12,0.25,0.25,15209.88,10891.15,15209.88,4318.73,0.283942411,4,September,2025,Failed,Returned,No,No,No,No,No,No,No,Clean
ORD-2025-10262,6/18/2025,6/24/2025,CUST-7623,Sneha Kapoor,Corporate,North,Rajasthan,Jaipur,Office Supplies,Labels,Prime Labels 326,Standard Class,3,686.74,0.2,0.2,1648.18,987.91,1648.176,660.266,0.400604062,6,June,2025,Failed,Cancelled,No,No,No,No,No,No,No,Clean
ORD-2025-10263,5/26/2025,6/1/2025,CUST-6153,Arjun Bose,Small Business,North,Delhi,New Delhi,Technology,Phones,Eco Phones 245,Same Day,4,3349.86,0,0,13399.44,8581.35,13399.44,4818.09,0.359573982,6,May,2025,Pending,Returned,No,No,No,No,No,No,No,Clean
ORD-2025-10264,8/6/2025,8/10/2025,CUST-8265,Rohan Mehta,Small Business,North,Delhi,New Delhi,Office Supplies,Binders,Smart Binders 905,Second Class,9,4042.45,0.1,0.1,32743.84,22452.05,32743.845,10291.795,0.314312354,4,August,2025,Pending,Returned,No,No,No,No,No,No,No,Clean
ORD-2024-10265,5/16/2024,5/21/2024,CUST-4750,Diya Patel,Small Business,East,Bihar,Patna,Technology,Copiers,Pro Copiers 599,Standard Class,4,1503.07,0,0,6012.28,3927.64,6012.28,2084.64,0.346730359,5,May,2024,Paid,Completed,No,No,No,No,No,No,Yes,Clean
ORD-2024-10266,11/14/2024,11/22/2024,CUST-3974,Priya Menon,Corporate,East,Bihar,Patna,Furniture,Bookcases,Basic Bookcases 570,Same Day,1,582.37,0.15,0.15,495.01,285.13,495.0145,209.8845,0.423996671,8,November,2024,Refunded,Cancelled,No,No,No,No,No,No,No,Clean
ORD-2025-10267,5/3/2025,5/10/2025,CUST-7114,Neha Gupta,Home Office,West,Maharashtra,Mumbai,Office Supplies,Storage,Classic Storage 926,Second Class,3,4339.24,0,0,13017.72,10170.57,13017.72,2847.15,0.218713415,7,May,2025,Paid,Completed,No,No,No,No,No,No,Yes,Clean
ORD-2025-10268,5/28/2025,6/4/2025,CUST-4431,Diya Patel,Corporate,East,Jharkhand,Ranchi,Furniture,Furnishings,Basic Furnishings 372,First Class,4,261.8,0.25,0.25,785.4,557.22,785.4,228.18,0.29052712,7,May,2025,Paid,Completed,No,No,No,No,No,No,Yes,Clean
ORD-2025-10269,8/17/2025,8/17/2025,CUST-1488,Aarav Sharma,Home Office,North,Punjab,Ludhiana,Technology,Accessories,Prime Accessories 367,First Class,7,632.2,0.25,0.25,3319.05,2124.6,3319.05,1194.45,0.359877073,0,August,2025,Paid,Completed,No,No,No,No,No,No,Yes,Clean
ORD-2025-10270,2/10/2025,2/12/2025,CUST-1586,Rahul Verma,Small Business,West,Rajasthan,Udaipur,Furniture,Tables,Max Tables 526,Same Day,1,1925.86,0,0,1925.86,1321.89,1925.86,603.97,0.313610543,2,February,2025,Paid,Completed,No,No,No,No,No,No,Yes,Clean
ORD-2024-10271,1/12/2024,1/13/2024,CUST-2487,Aditi Sen,Corporate,North,Uttar Pradesh,Noida,Technology,Machines,Prime Machines 794,Same Day,3,827.44,0,0,2482.32,1520.21,2482.32,962.11,0.387585001,1,January,2024,Paid,Completed,No,No,No,No,No,No,Yes,Clean
ORD-2024-10272,12/21/2024,12/25/2024,CUST-8009,Aditi Sen,Consumer,South,Telangana,Hyderabad,Office Supplies,Binders,Max Binders 927,Standard Class,7,1667.75,0,0,11674.25,9621.19,11674.25,2053.06,0.175862261,4,December,2024,Failed,Cancelled,No,No,No,No,No,No,No,Clean
ORD-2024-10273,8/18/2024,8/24/2024,CUST-7389,Arjun Bose,Consumer,South,Andhra Pradesh,Vijayawada,Furniture,Chairs,Eco Chairs 314,First Class,7,557.21,0.1,0.1,3510.42,2191.5,3510.423,1318.923,0.37571626,6,August,2024,Paid,Completed,No,No,No,No,No,Yes,Yes,Invalid
ORD-2025-10274,2/13/2025,2/13/2025,CUST-8249,Isha Nair,Consumer,East,Bihar,Patna,Office Supplies,Paper,Basic Paper 657,Second Class,9,2521.63,0,0,22694.67,15405.36,22694.67,7289.31,0.321190394,0,February,2025,Paid,Returned,No,No,No,No,No,No,No,Clean
ORD-2024-10275,4/7/2024,4/14/2024,CUST-4202,Rohan Mehta,Consumer,South,Kerala,Kochi,Technology,Copiers,Pro Copiers 406,Standard Class,6,4246.71,0.15,0.15,21658.22,15490.69,21658.221,6167.531,0.284766279,7,April,2024,Failed,Returned,No,No,No,No,No,No,No,Clean
ORD-2024-10276,2/15/2024,2/22/2024,CUST-2875,Priya Menon,Small Business,East,West Bengal,Kolkata,Furniture,Furnishings,Eco Furnishings 678,Same Day,1,980.51,0,0,980.51,660.92,980.51,319.59,0.325942622,7,February,2024,Paid,Completed,No,No,No,No,No,No,Yes,Clean
ORD-2024-10277,1/22/2024,1/23/2024,CUST-7039,Aarav Sharma,Small Business,Unknown,Assam,Guwahati,Furniture,Chairs,Basic Chairs 141,Second Class,6,3391.53,-0.14,0,15261.89,8413.53,20349.18,11935.65,0.586542062,1,January,2024,Paid,Completed,Yes,No,No,No,Yes,No,Yes,Invalid
ORD-2025-10278,6/4/2025,6/4/2025,CUST-2819,Isha Nair,Corporate,North,Haryana,Gurugram,Technology,Accessories,Elite Accessories 291,Second Class,1,2133.73,0.15,0.15,2008.39,1002.57,1813.6705,811.1005,0.447214916,0,June,2025,Pending,Cancelled,No,No,No,No,No,No,No,Clean
ORD-2025-10279,3/7/2025,3/14/2025,CUST-8242,Priya Menon,Small Business,North,Delhi,New Delhi,Technology,Accessories,Pro Accessories 207,Same Day,1,3979.64,0.05,0.05,3780.66,2148.31,3780.658,1632.348,0.431762937,7,March,2025,Paid,Returned,No,No,No,No,No,No,No,Clean
ORD-2024-10280,4/9/2024,4/10/2024,CUST-4571,Rohan Mehta,Small Business,West,Maharashtra,Mumbai,Office Supplies,Storage,Max Storage 564,First Class,1,4359.12,0.05,0.05,4141.16,2754.17,4141.164,1386.994,0.334928537,1,April,2024,Paid,Completed,No,No,No,No,No,No,Yes,Clean
ORD-2024-10281,12/23/2024,12/26/2024,CUST-4098,Aditi Sen,Consumer,South,Karnataka,Bengaluru,Technology,Copiers,Prime Copiers 961,Standard Class,9,993.67,0,0,8943.03,5165.38,8943.03,3777.65,0.422412762,3,December,2024,Paid,Completed,No,No,No,No,No,No,Yes,Clean
ORD-2025-10282,7/25/2025,7/27/2025,CUST-2052,Kabir Singh,Consumer,East,Jharkhand,Ranchi,Office Supplies,Binders,Basic Binders 637,Second Class,6,3438.38,0.2,0.2,16504.22,11262.71,16504.224,5241.514,0.317586213,2,July,2025,Paid,Completed,No,No,No,No,No,No,Yes,Clean
ORD-2024-10283,10/1/2024,10/2/2024,CUST-9445,Karan Malhotra,Home Office,East,Assam,Guwahati,Furniture,Tables,Classic Tables 811,Second Class,2,2298,0,0,4596,3220.33,4596,1375.67,0.299318973,1,October,2024,Paid,Completed,No,No,No,No,No,No,Yes,Clean
ORD-2025-10284,3/13/2025,3/20/2025,CUST-6568,Vikram Iyer,Consumer,West,Maharashtra,Mumbai,Furniture,Furnishings,Classic Furnishings 819,First Class,1,1814.01,0,0,1814.01,1033.47,1814.01,780.54,0.430284287,7,March,2025,Paid,Completed,No,No,No,No,No,No,Yes,Clean
ORD-2024-10285,12/8/2024,12/14/2024,CUST-2076,Karan Malhotra,Consumer,East,Odisha,Bhubaneswar,Furniture,Tables,Prime Tables 542,Same Day,3,1576.92,0,0,4730.76,3139.73,4730.76,1591.03,0.336315941,6,December,2024,Paid,Returned,No,No,No,No,No,No,No,Clean
ORD-2025-10286,8/15/2025,8/20/2025,CUST-5610,Neha Gupta,Home Office,North,Rajasthan,Jaipur,Office Supplies,Storage,Basic Storage 771,Standard Class,9,4081.77,0,0,36735.93,30820.84,36735.93,5915.09,0.161016476,5,August,2025,Paid,Completed,No,No,No,No,No,No,Yes,Clean
ORD-2024-10287,2/28/2024,3/2/2024,CUST-5823,Priya Menon,Small Business,North,Delhi,New Delhi,Furniture,Furnishings,Pro Furnishings 848,First Class,7,701.8,0.1,0.1,4421.34,2489.98,4421.34,1931.36,0.436826844,3,February,2024,Pending,Returned,No,No,No,No,No,No,No,Clean
ORD-2024-10288,9/5/2024,9/7/2024,CUST-7095,Neha Gupta,Small Business,South,Tamil Nadu,Chennai,Technology,Copiers,Prime Copiers 924,Standard Class,3,2555.66,0.15,0.15,6516.93,4511.54,6516.933,2005.393,0.307720365,2,September,2024,Paid,Cancelled,No,No,No,No,No,No,No,Clean
ORD-2024-10289,6/24/2024,6/24/2024,CUST-4805,Rohan Mehta,Small Business,East,Bihar,Patna,Office Supplies,Binders,Classic Binders 721,Same Day,2,4359.9,0.15,0.15,7411.83,4904.63,7411.83,2507.2,0.338270036,0,June,2024,Paid,Completed,No,No,No,No,No,No,Yes,Clean
ORD-2025-10290,6/19/2025,6/27/2025,CUST-9114,Karan Malhotra,Home Office,South,Tamil Nadu,Chennai,Furniture,Bookcases,Basic Bookcases 823,First Class,2,4346.69,0.05,0.05,8258.71,7018.97,8258.711,1239.741,0.150113135,8,June,2025,Paid,Completed,No,No,No,No,No,No,Yes,Clean
ORD-2025-10291,8/22/2025,8/26/2025,CUST-8557,Diya Patel,Home Office,East,Jharkhand,Ranchi,Furniture,Tables,Classic Tables 178,Standard Class,1,1842.63,0.1,0.1,1658.37,971.12,1658.367,687.247,0.414411888,4,August,2025,Paid,Completed,No,No,No,No,No,No,Yes,Clean
ORD-2024-10292,4/5/2024,4/10/2024,CUST-2860,Priya Menon,Home Office,North,Rajasthan,Jaipur,Office Supplies,Binders,Eco Binders 153,Standard Class,4,3228.66,0.25,0.25,9685.98,7730.04,9685.98,1955.94,0.201935168,5,April,2024,Paid,Completed,No,No,No,No,No,No,Yes,Clean
ORD-2025-10293,2/28/2025,3/3/2025,CUST-7837,Kabir Singh,Home Office,North,Haryana,Gurugram,Office Supplies,Art,Classic Art 183,Same Day,9,3748.95,0,0,33740.55,24621.89,33740.55,9118.66,0.270258191,3,February,2025,Pending,Cancelled,No,No,No,No,No,No,No,Clean
ORD-2024-10294,3/7/2024,3/11/2024,CUST-7010,Arjun Bose,Home Office,South,Telangana,Hyderabad,Technology,Phones,Pro Phones 455,First Class,2,4401.51,0.65,0,8362.87,6541.04,8803.02,2261.98,0.256955,4,March,2024,Paid,Completed,No,No,No,No,Yes,No,Yes,Invalid
ORD-2025-10295,7/16/2025,7/22/2025,CUST-4755,Priya Menon,Consumer,East,Odisha,Bhubaneswar,Technology,Phones,Basic Phones 326,Second Class,6,4159.33,0.25,0.25,18716.99,12282.43,18716.985,6434.555,0.343781597,6,July,2025,Paid,Returned,No,No,No,No,No,No,No,Clean
ORD-2025-10296,6/25/2025,6/28/2025,CUST-6778,Aditi Sen,Small Business,East,Assam,Guwahati,Office Supplies,Binders,Max Binders 587,Standard Class,3,3476.05,0.1,0.1,9385.34,5828.54,9385.335,3556.795,0.378973686,3,June,2025,Paid,Completed,No,No,No,No,No,No,Yes,Clean
ORD-2025-10297,5/24/2025,5/26/2025,CUST-7629,Aditi Sen,Home Office,North,Haryana,Gurugram,Furniture,Furnishings,Basic Furnishings 617,Same Day,6,3495.41,0.15,0.15,17826.59,10855.35,17826.591,6971.241,0.39105856,2,May,2025,Paid,Completed,No,No,No,No,No,No,Yes,Clean
ORD-2024-10298,10/29/2024,11/6/2024,CUST-6724,Sneha Kapoor,Corporate,South,Tamil Nadu,Chennai,Technology,Copiers,Prime Copiers 669,Same Day,6,1169.92,0.15,0.15,5966.59,3994.72,5966.592,1971.872,0.330485476,8,October,2024,Paid,Completed,No,No,No,No,No,No,Yes,Clean
ORD-2025-10299,1/23/2025,1/26/2025,CUST-2141,Isha Nair,Consumer,South,Kerala,Kochi,Technology,Copiers,Eco Copiers 894,First Class,7,348.49,0.2,0.2,1951.54,1609.95,1951.544,341.594,0.175037816,3,January,2025,Failed,Returned,No,No,No,No,No,No,No,Clean
ORD-2024-10300,11/6/2024,11/12/2024,CUST-7264,Rahul Verma,Small Business,West,Gujarat,Ahmedabad,Technology,Accessories,Max Accessories 145,Standard Class,7,1719.05,0.1,0.1,10830.02,7055.31,10830.015,3774.705,0.348541069,6,November,2024,Paid,Completed,No,No,No,No,No,No,Yes,Clean
ORD-2024-10301,4/15/2024,4/23/2024,CUST-2668,Diya Patel,Small Business,North,Punjab,Ludhiana,Technology,Accessories,Classic Accessories 126,Second Class,9,3893.74,0.1,0.1,31539.29,22100.14,31539.294,9439.154,0.299282349,8,April,2024,Paid,Completed,No,No,No,No,No,No,Yes,Clean
ORD-2025-10302,5/28/2025,6/1/2025,CUST-5599,Isha Nair,Home Office,East,Bihar,Patna,Technology,Phones,Elite Phones 202,Same Day,4,1654.11,0.05,0.05,6285.62,3705.38,6285.618,2580.238,0.410498697,4,May,2025,Paid,Completed,No,No,No,No,No,No,Yes,Clean
ORD-2025-10303,6/4/2025,6/12/2025,CUST-1623,Neha Gupta,Consumer,West,Goa,Panaji,Office Supplies,Storage,Elite Storage 535,Same Day,2,2703.28,0.25,0.25,4054.92,2424.83,4054.92,1630.09,0.402002999,8,June,2025,Paid,Completed,No,No,No,No,No,No,Yes,Clean
ORD-2024-10304,6/23/2024,6/28/2024,CUST-9035,Diya Patel,Home Office,West,Gujarat,Ahmedabad,Furniture,Chairs,Elite Chairs 107,Standard Class,2,1313.14,0.1,0.1,2363.65,1876.1,2363.652,487.552,0.206270635,5,June,2024,Pending,Returned,No,No,No,No,No,No,No,Clean
ORD-2024-10305,3/6/2024,3/13/2024,CUST-6286,Karan Malhotra,Consumer,North,Punjab,Ludhiana,Furniture,Furnishings,Pro Furnishings 991,Standard Class,6,2403.05,0.1,0.1,12976.47,10019.98,12976.47,2956.49,0.227834688,7,March,2024,Paid,Completed,No,No,No,No,No,No,Yes,Clean
ORD-2024-10306,5/1/2024,5/2/2024,CUST-7246,Ananya Rao,Consumer,East,Assam,Guwahati,Furniture,Chairs,Eco Chairs 105,First Class,4,4156.06,0.55,0,13299.39,9851.91,16624.24,6772.33,0.407376818,1,May,2024,Paid,Cancelled,No,No,No,No,Yes,No,No,Invalid
ORD-2025-10307,2/20/2025,2/23/2025,CUST-2589,Aarav Sharma,Consumer,North,Rajasthan,Jaipur,Technology,Phones,Pro Phones 530,Second Class,4,3673.11,0,0,14692.44,10082.19,14692.44,4610.25,0.313783824,3,February,2025,Paid,Completed,No,No,No,No,No,No,Yes,Clean
ORD-2025-10308,7/12/2025,7/19/2025,CUST-4153,Ananya Rao,Corporate,North,Uttar Pradesh,Noida,Furniture,Tables,Basic Tables 911,First Class,9,4093.04,0.2,0.2,29469.89,18935.51,29469.888,10534.378,0.357462438,7,July,2025,Pending,Cancelled,No,No,No,No,No,No,No,Clean
ORD-2025-10309,6/13/2025,6/19/2025,CUST-6727,Rohan Mehta,Consumer,North,Rajasthan,Jaipur,Furniture,Tables,Classic Tables 224,First Class,4,731.57,0.2,0.2,2341.02,1565.49,2341.024,775.534,0.331279816,6,June,2025,Paid,Completed,No,No,No,No,No,No,Yes,Clean
ORD-2024-10310,7/20/2024,7/22/2024,CUST-8860,Ananya Rao,Consumer,South,Tamil Nadu,Chennai,Furniture,Tables,Prime Tables 214,First Class,7,2060.73,0.1,0.1,12982.6,7246.36,12982.599,5736.239,0.441840574,2,July,2024,Paid,Cancelled,No,No,No,No,No,No,No,Clean
ORD-2024-10311,7/4/2024,7/8/2024,CUST-3784,Rohan Mehta,Small Business,South,Tamil Nadu,Chennai,Technology,Machines,Max Machines 988,First Class,8,2034.25,0,0,16274,9424.25,16274,6849.75,0.420901438,4,July,2024,Paid,Completed,No,No,No,No,No,No,Yes,Clean
ORD-2024-10312,4/27/2024,5/2/2024,CUST-3545,Mira Das,Corporate,South,Karnataka,Bengaluru,Office Supplies,Binders,Max Binders 425,Second Class,5,554.04,0.1,0.1,2493.18,1764,2493.18,729.18,0.292469858,5,April,2024,Paid,Completed,No,No,No,No,No,No,Yes,Clean
ORD-2024-10313,7/31/2024,8/4/2024,CUST-4851,Karan Malhotra,Small Business,East,Assam,Guwahati,Technology,Phones,Elite Phones 679,Standard Class,8,2614.74,,0,15688.44,10047.33,20917.92,10870.59,0.519678343,4,July,2024,Paid,Cancelled,No,No,Yes,No,No,No,No,Warning
ORD-2025-10314,5/30/2025,5/31/2025,CUST-4770,Rahul Verma,Corporate,North,Uttar Pradesh,Noida,Technology,Phones,Pro Phones 764,First Class,8,2081.43,0.25,0.25,12488.58,10717.4,12488.58,1771.18,0.14182397,1,May,2025,Refunded,Cancelled,No,No,No,No,No,No,No,Clean
ORD-2025-10315,5/18/2025,5/20/2025,CUST-1945,Isha Nair,Corporate,West,Madhya Pradesh,Indore,Office Supplies,Labels,Elite Labels 544,Standard Class,9,847.76,0.15,0.15,6485.36,5376.17,6485.364,1109.194,0.171030338,2,May,2025,Failed,Returned,No,No,No,No,No,Yes,No,Invalid
ORD-2024-10316,7/2/2024,7/8/2024,CUST-7565,Rohan Mehta,Consumer,North,Delhi,New Delhi,Office Supplies,Paper,Smart Paper 817,Standard Class,9,3450.4,0.05,0.05,29500.92,17989.68,29500.92,11511.24,0.390199356,6,July,2024,Pending,Returned,No,No,No,No,No,No,No,Clean
ORD-2024-10317,2/16/2024,2/18/2024,CUST-9913,Karan Malhotra,Corporate,North,Punjab,Ludhiana,Office Supplies,Labels,Classic Labels 466,Standard Class,2,1947.53,0.2,0.2,3116.05,1956.63,3116.048,1159.418,0.372079634,2,February,2024,Paid,Cancelled,No,No,No,No,No,No,No,Clean
ORD-2025-10318,8/29/2025,9/4/2025,CUST-7992,Neha Gupta,Corporate,South,Kerala,Kochi,Furniture,Tables,Pro Tables 778,First Class,9,2996.97,0.15,0.15,22926.82,14621.59,22926.8205,8305.2305,0.362249554,6,August,2025,Paid,Completed,No,No,No,No,No,No,Yes,Clean
ORD-2024-10319,4/25/2024,4/30/2024,CUST-8877,Mira Das,Small Business,South,Karnataka,Bengaluru,Technology,Phones,Basic Phones 789,Standard Class,3,4149.46,0.1,0.1,11203.54,8452.93,11203.542,2750.612,0.245512714,5,April,2024,Paid,Completed,No,No,No,No,No,No,Yes,Clean
ORD-2024-10320,8/21/2024,8/25/2024,CUST-4589,Diya Patel,Consumer,West,Gujarat,Ahmedabad,Office Supplies,Binders,Prime Binders 554,First Class,1,270.28,0,0,270.28,156.34,270.28,113.94,0.421562824,4,August,2024,Paid,Completed,No,No,No,No,No,No,Yes,Clean
ORD-2024-10321,12/4/2024,12/6/2024,CUST-4667,Aarav Sharma,Home Office,East,West Bengal,Kolkata,Office Supplies,Art,Classic Art 299,Second Class,3,876.14,0.7,0,2628.42,1541.54,2628.42,1086.88,0.413510778,2,December,2024,Pending,Returned,No,No,No,No,Yes,No,No,Invalid
ORD-2024-10322,6/23/2024,6/30/2024,CUST-7821,Neha Gupta,Small Business,West,Goa,Panaji,Technology,Accessories,Eco Accessories 220,Same Day,4,674.82,0,0,2699.28,1759.76,2699.28,939.52,0.348063187,7,June,2024,Failed,Cancelled,No,No,No,No,No,No,No,Clean
ORD-2024-10323,11/12/2024,11/12/2024,CUST-8579,Isha Nair,Consumer,North,Uttar Pradesh,Noida,Technology,Phones,Max Phones 422,Second Class,6,1369.48,0.15,0.15,6984.35,4023.63,6984.348,2960.718,0.423907572,0,November,2024,Paid,Completed,No,No,No,No,No,No,Yes,Clean
ORD-2024-10324,2/25/2024,2/29/2024,CUST-6909,Isha Nair,Small Business,West,Goa,Panaji,Furniture,Furnishings,Eco Furnishings 897,Standard Class,9,1331.46,0.15,0.15,10185.67,6479.31,10185.669,3706.359,0.363879781,4,February,2024,Paid,Completed,No,No,No,No,No,No,Yes,Clean
ORD-2025-10325,7/31/2025,8/2/2025,CUST-7212,Rohan Mehta,Home Office,South,Andhra Pradesh,Vijayawada,Office Supplies,Labels,Basic Labels 102,Same Day,1,1947.88,0.15,0.15,1655.7,1354.8,1655.698,300.898,0.181734833,2,July,2025,Paid,Returned,No,No,No,No,No,No,No,Clean
ORD-2025-10326,9/16/2025,9/22/2025,CUST-7980,Sneha Kapoor,Home Office,East,West Bengal,Kolkata,Technology,Copiers,Prime Copiers 170,Second Class,5,3671.2,0.15,0.15,15602.6,11908.52,15602.6,3694.08,0.23676054,6,September,2025,Paid,Completed,No,No,No,No,No,No,Yes,Clean
ORD-2025-10327,7/22/2025,7/22/2025,CUST-1966,Sneha Kapoor,Corporate,East,Jharkhand,Ranchi,Furniture,Furnishings,Smart Furnishings 533,Same Day,5,3187.05,0.05,0.05,15138.49,11235.72,15138.4875,3902.7675,0.257804322,0,July,2025,Paid,Completed,No,No,No,No,No,No,Yes,Clean
